Title,Date,Source
남성용 맞춤 셔츠·정장 '찾아가는 서비스'…'스트라입스' 대구점,2016.05.30,"스타일링`추천, 배송 서비스까지 원스톱으로 지원하는 맞춤 정장 전문 브랜드가 있다. 지난해 8월... 실루엣)을 추천해 준다. 이들은 영국식 정장 치수를 표본으로 해 최소 월 1회 이상 치수 측정`스타일링 교육을 받고..."
"""온라인서도 입어보자""…럭키슈에뜨, 가상피팅 서비스",2016.06.01,"가상 피팅한 아바타를 360도 회전시켜보거나 가장 잘 맞는 사이즈의 옷을 추천받을 수도 있다. 김정림 럭키슈에뜨 총괄 상무는 ""온라인과 모바일 판매가 증가하면서 새로운 서비스를 기획했다""며 ""고객들에게 새로운..."
‘앱’ 시대 가고 ‘봇’ 시대 온다,2016.06.02,예컨대 “@H&M 오늘 어떤 옷이 어울릴까?”라고 물으면 의류회사 H&M의 봇이 대화상대로 등장해 옷을 추천한... 가령 대화창에 음식사진을 띄우면 “맛있게 보여요”라는 답변과 함께 주변 맛집을 추천한다. 세계 최대...
"'1박2일' 인기 쌍두마차 차태현 윤시윤, 이화여대생들의 이상형 vs 보고 싶은...",2016.06.13,"멤버들은 핑크색 맨투맨에 청반바지를 입은 윤시윤에게 ""특이하다"" ""옷 잘 못 입는 듯하다""고 평했다. 이에 윤시윤은 ""제가 옷을 잘 못 입는다고 김새론이 옷을 추천해준 것""이라며 응수했다. 멤버들 모두 제작진이 정해준..."
"'1박2일' 윤시윤, 예능 물오른 날쌘돌이… 형도 제쳤다[텔리뷰]",2016.06.13,"멤버들은 핑크색 맨투맨에 청반바지를 입은 윤시윤에게 ""특이하다"" ""옷 잘 못 입는 듯하다""고 평했다. 이에 윤시윤은 ""제가 옷을 잘 못 입는다고 김새론이 옷을 추천해준 것""이라며 응수했다. 멤버들 모두 제작진이 정해준..."
"‘38 사기동대’ 최수영 “제작발표회 의상, 소녀시대 멤버들이 직접 골라줘”",2016.06.15,강력 추천을 받았다”고 너스레를 떨었다. 한편 <38 사기동대>는 답답한 현실에 복장 터지는 세금 징수 공무원 백성일(마동석)과 매력적인 사기꾼 양정도(서인국)가 고액 세금 체납자들에게 고도의 사기를 쳐 세금을...
"'슬램덩크' 민효린, 집 최초 공개 '러블리 깔끔 하우스'",2016.06.17,민효린은 홍진경에게 옷도 추천해주고 화장도 해주며 화장 노하우를 전수하기도 했다. 홍진경은 집밥의 여왕 면모를 보이며 요리 실력을 보였다. 민효린의 집은 깔끔함과 동시에 사랑스러운 소품이 가득했다....
[썸남의 드레스룸]1화- 장마를 대비하는 우리들의 자세,2016.06.23,아이템부터 옷 코디 방법까지 추천해주는 ‘썸남의 드레스룸’ 코너를 준비했다. 1탄 주제는 ‘장마철 패션 베스트3’. ■ 쾌적함과 스타일을 한번에 잡는 ‘반바지’ 비 오는 날 빗물에 젖어 늘어지는 바짓단만큼 불쾌한...
마이리틀# - 청주 율량동 '송가네약탕순두부',2016.07.08,"그런 고객들을 만날 때마다 체형이나 혈색까지 고려해 옷을 추천해 주는 일이 참 좋았지만 힘은 들었어요. "" “우연히 인연이 닿은 친구와 의자매를 맺었어요. 만난지 몇 분도 채 되지않아 그 친구가 여러모로 나 자신..."
낮엔 편안하게 밤엔 우아하게,2016.07.13,"낮, 캐주얼룩으로 활동성 강조 통기성 좋고 화사한 옷 추천 밤, 리넨 셔츠·원피스 입으면 한여름밤 로맨스 '주인공' [충청일보 오태경기자] 어디론가 떠나고 싶어지는 여름 휴가 시즌이 돌아왔다. 생각만으로도 기분..."
(피플)옷을 통해 마음까지 전한다 '열린옷장',2016.07.14,"면접일, 결혼식 등을 앞두고 옷 때문에 고민하는 이들에게 '누구나 멋질 권리가 있다'고 말하는 비영리단체가... 옷을 추천해주는 방식의 시스템이 곧 도입된다. ""지방에 사는 사람들, 오프라인 예약이 초과돼서 빌리지..."
"패션엔젤, 패션디자인 지식재산권 지킴이 캠페인 영상 공개",2016.08.16,한 디자이너의 옷을 추천받아 입은 주인공이 만족스러운 표정으로 거리를 걷다가 같은 디자인의 옷을 입은 여성들과 마주한다. 당황한 표정이 역력한 세 여성은 서로의 옷을 쳐다보며 민망한 표정을 감추지 못한다. 이내...
"패션엔젤, 패션디자인 카피 근절 위한 캠페인 영상 공개",2016.08.19,한 디자이너의 옷을 추천받아 입은 주인공이 만족스러운 표정으로 거리를 걷다가 같은 디자인의 옷을 입은 여성들과 마주한다. 당황한 표정이 역력한 세 여성은 서로의 옷을 쳐다보며 민망한 표정을 감추지 못한다. 이내...
"[이장면Q] '청춘시대' 벨 에포크 식구들, 한예리 향한 각기다른 응원",2016.08.20,"이에 박혜수는 이월 상품을 추천했고, 면접에 어울릴 만한 옷을 추천하기 시작했다. 세 사람은 건네는 옷으로 자신의 성향을 드러냈고, 그 옷들은 모두 선택되지 않았으나, 한예리는 합리적인 가격에 면접 정장을 마련할 수..."
"이랜드 치크·더데이걸, 추석맞이 ‘베스트 추천 코디’ 선봬",2016.08.28,[폴리뉴스 서예온 기자] 이랜드는 아동복 브랜드 ‘치크’와 ‘더데이걸’에서 추석을 맞아 베스트 추천... 유러피언 토들러 브랜드 치크에서는 남색과 베이지색을 강조한 옷을 추천했다. 남아는 체크셔츠와 브이넥...
"[자연이 준 선물, 산약초] '삼락(三樂)'의 즐거움이 약초에 다 있소",2016.08.28,"단지, 낡은 옷을 추천하는 것은 의아했다. 정 씨는 20년 전부터 야생란 동호회에서 활동하다가 2007년부터... '낡은 옷'이라고 한 이유를 알았다. 그래도 그제야 숙제를 마친 기분이었다. 연보라 초롱꽃이 예쁜 잔대도 몇 뿌리..."
은행 창구서 상담하는 '한국판 페퍼' 나온다,2016.08.30,최적의 추천 결과를 제공하는 API 등을 클라우드에서 올려놓으면 기업들은 이를 조합해 새로운 서비스를 만들 수 있다. 손님의 얼굴을 인식해 어울리는 옷을 추천하는 식이다. IBM은 왓슨의 사업적 활용도를 높이기...
‘D라인’ 패셔너블하게 소화하기,2016.09.01,세로 스트라이프 패턴의 옷 역시 추천하는 아이템으로 날씬해 보이는 효과는 물론 출산 이후에도 활용하기 좋으니 여러모로 유용하다. 예비맘들의 걱정거리 중 하나는 신발 선택이다. 갑작스러운 체중 증가로 몸이 붓고...
‘D라인’ 패셔너블하게 소화하기,2016.09.01,세로 스트라이프 패턴의 옷 역시 추천하는 아이템으로 날씬해 보이는 효과는 물론 출산 이후에도 활용하기 좋으니 여러모로 유용하다. 예비맘들의 걱정거리 중 하나는 신발 선택이다. 갑작스러운 체중 증가로 몸이 붓고...
'IoT'로 날개 단 렌탈 서비스…공유경제 핵심으로 급부상,2016.09.06,"현시점에서는 방대한 양의 고객 신체 정보와 실착용 이미지 데이터를 수집해 보유함으로써, 향후 이미지 인식 머신러닝 기술이 도입되면, 인공지능이 자동으로 고객에게 가장 잘 어울리는 옷과 액세서리를 추천하..."
"""AI이어 챗봇도 유통 시장 뒤흔들 것""...왜?",2016.09.23,"SK플래닛 이상호 CTO 현재 시점에서 SK플래닛이 중요하게 보고 있는 기술 이슈는 AI를 활용한 검색과 추천... 찾아주거나 추천해주는데 중요한 역할을 할 것이다""고 말했다. 이상호 CTO에 따르면 SK플래닛도 11번가에..."
1인 가구 급증...나홀로족 맞춤형 앱도 진화,2016.10.12,"맛집을 추천해준다. 얍플레이스는 한발 더 나아가 홀로 여행을 즐길 수 있도록 전국 지역의 맛집 정보를... 맵씨는 맞춤형 코디 시스템을 개발, 디자이너들이 직접 코디한 옷을 추천하는 한편, 자주 입는 코디를..."
"“나 혼자 산다”···늘어나는 1인 가구, 앱 안으로 들어온 衣食住",2016.10.12,깔끔한 차림새를 원하지만 패션에 신경 쓸 겨를이 없는 싱글 남성들을 위한 쇼핑 서비스 앱 ‘맵씨’는 디자이너가 직접 코디한 옷을 추천 해준다. 자체 개발한 추천 시스템이 개인 취향에 맞춰 코디를 보여준다. 앱...
"[비바100] ""나 혼자 산다""… '혼족' 위한 의식주 해결 앱 인기",2016.10.13,깔끔한 차림새를 원하지만 패션에 신경 쓸 겨를이 없는 싱글 남성들을 위한 쇼핑 서비스 앱 ‘맵씨’는 디자이너가 직접 코디한 옷을 추천해 준다. 자체 개발한 추천 시스템이 개인 취향에 맞춰 코디를 보여준다. 앱...
"[뷰티탐방]세계로 뻗어 나갈 K-Beauty, 업계의 선두주자가 되고 싶다",2016.10.20,"마치 스타일리스트처럼 머리색에 맞춰 옷을 추천해줄 수도 있어야 하고 머릿결과 관련된 건강식품 등도 추천할 줄 알아야 합니다. 그렇군요.김 : 또한, 우리나라의 화장 기술과 미용 관련 지식은 세계적으로 뻗어갈 만큼..."
"치유의 옷장, 고객과 직접 소통하며 지속 성장 경쟁력 강화",2016.11.02,손루미 대표는 “치유 옷 단 한 벌을 구입한 고객도 VIP로 생각한다”며 “고객 한 명 한 명이 모여 치유의... 옷을 추천하고자 다양한 브랜드 라인을 구상하게 됐다”고 전했다. 치유의 옷장은 향후 중국을 비롯해 아시아...
고래싸움 새우등 안터져...스토리 입힌 '전문쇼핑몰',2016.11.04,이밖에도 최근 떠오르고 있는 전문 온라인 쇼핑몰들의 가장 큰 특징은 소비자들에게 '스타일'을 추천해주는 것이다. 예를 들어 청바지만 판매할 때 그 제품만 파는 것이 아닌 해당 쇼핑몰의 기타 상품을 추천해준다....
"[★밤TView]'SNL코리아8' 솔비, 행위예술로 망가졌다..최순실 패러디는 덤",2016.11.05,"김민교가 장례식장에 간다고 하자 솔비는 ""이 옷이 우는 것 같지 않아?""라며 소매가 치렁치렁한 옷을 추천했다. 김민교는 장례식장에서 연이은 실수로 결국 해고를 당했다. 김민교는 집에 돌아가 솔비에게 ""헤어지자""고..."
신규브랜드 - 일보글로벌 ‘나인야드’,2016.11.07,"슈트를 맞출 시간이 없는 직장인을 위해 치수 측정과 체형 별 스타일링을 추천, 배송 까지 원스톱으로... 실루엣)을 추천한다. 제작을 마친 옷은 고객이 요청한 주소지로 배송된다. 다만 모든 것을 소비자에게 100% 맞추는..."
"'우리 결혼했어요' 솔라, 몰래카메라 대성공...에릭남 망연자실",2016.11.12,"이어 한 옷가게에 들은 둘은 서로에게 옷을 추천하며 즐겁게 쇼핑했다. 하지만 갑자기 옷가게 점원이 솔라에게 ""그 옷 진짜 안어울린다""며 냉정하게 말해 이상한 기류가 흘렀다. 이어 솔라가 탈의실로 옷을 갈아입으러..."
"[★밤TView]'우결' 솔라, 친구와 뒷담화 몰카 성공..에릭남 멘붕",2016.11.12,"솔라가 이겼고, 소원으로 옷 쇼핑을 제안했다. 함께 스티커 사진도 찍으며 볼 뽀뽀도 주고받았다. /사진제공=MBC 하지만 돌발상황이 생겼다. 에릭남은 솔라가 직접 고른 옷을 입는 동안 점원에게 옷을 추천받고 있었다. 이후..."
"(종합) '불야성' 이요원, 유이 만나 ""딱 한 시간만 내가 되어줘요""",2016.11.21,"유이는 이요원에게 옷을 추천해주며 하루를 보냈다. 이내 이요원의 집까지 옷을 들고 바래다 준 유이는 뜻밖의 옷 선물을 받았다. 유이는 ""이걸 제가 어떻게 받냐""며 한사코 거절했다. 이에 이요원은 ""선물이 부담스러우면..."
"'불야성' 이요원, 유이에게 ""내 대역 해달라""...시청률 6.6%",2016.11.22,"유이는 이요원에게 옷을 추천해주며 하루를 보냈다. 이내 이요원의 집까지 옷을 들고 바래다 준 유이는 뜻밖의 옷 선물을 받았다. 유이는 ""이걸 제가 어떻게 받냐""며 한사코 거절했다. 이에 이요원은 ""선물이..."
꼭두각시 인류의 미래,2016.11.24,"거울을 들여다보면 건강 상태가 뜨고, 옷장을 여니 옷을 추천해준다. 쇼핑몰을 지나가면 내 취향에 맞는... 인텔은 메모미랩스(MemoMi Labs)와 손잡고 이용자에게 맞는 옷을 추천해주는 ‘스마트거울’을 시범 운영..."
장밋빛 현실왜곡장 '하이퍼 리얼리티',2016.12.02,"거울을 들여다보면 건강 상태가 뜨고, 옷장을 여니 옷을 추천해준다. 쇼핑몰을 지나가면 내 취향에 맞는... 인텔은 메모미랩스(MemoMi Labs)와 손잡고 이용자에게 맞는 옷을 추천해주는 '스마트거울'을 시범 운영..."
얼마 안 남은 시내면세점 발표...각사별 5색 '강점' 공략,2016.12.03,"여기에 삼성전자의 5세대 통신을 활용한 융합현실(MR, Merged Reality) 기술을 선보여 소비자에게 맞는 옷을 자동추천해주는 등 디지털 기술을 강조한다. 삼성SDS의 AI(Artificial Intelligence, 인공지능)와 머신러닝(Machine Learning..."
빅데이터로 질병치료법 제안…공공데이터 대회 대상,2016.12.06,최우수상은 국가기술표준원의 '한국인 신체지수' 자료를 토대로 신체치수를 입력하면 의류 상표별로 옷 사이즈를 추천해 주는 아이디어를 낸 '페인킬러'팀과 산림청과 국립공원관리공단의 등산로 정보를 제공하는 앱을...
빅데이터로 질병치료법 제안…공공데이터 대회 대상,2016.12.06,최우수상은 국가기술표준원의 '한국인 신체지수' 자료를 토대로 신체치수를 입력하면 의류 상표별로 옷 사이즈를 추천해 주는 아이디어를 낸 '페인킬러'팀과 산림청과 국립공원관리공단의 등산로 정보를 제공하는 앱을...
"'막영애15' 라미란, 아이들 학원비 벌어보려 아끼는 구두 팔아",2016.12.13,"수민(이수민 분)에게 옷을 추천하며 살 것을 권했지만 수민은 ""이건 유행이 돌아와도 절대 입지 않을 옷이다""라며 딱 잘라 거절했다. 이에 실망한 미란은 서현(윤서현 분)에게 아내에게 선물하라며 구두를 권했다...."
Mr. Blue Sky,2016.12.21,"던 멜로는 당시 버그도프 굿맨의 패션 디렉터였는데, 하루는 내가 쇼윈도 안쪽에서 마네킹에 옷 입히는 걸... 내가 옷을 추천하면 대부분이 실제로 그 옷을 입었거든요. 내게 기회를 준 거예요. 운이 좋았죠, 당시 난 고작..."
"[트렌드100-5] 패션과 사랑에 빠진 남자, 스타일리스트 채한석을 만나다",2016.12.26,"될 수 있으면 무조건 편안한 옷, 될 수 있으면 자주 입을 수 있는 옷을 추천해요. ─제 2의 채한석을 꿈꾸는 이들에게 조언 한마디 해주신다면? ▶솔직히 요즘 젊은이들을 보면 안타까워요. 돈만 벌려고 일하려는 사람들이..."
"[트렌드100-6] 아보아보 한아름 디렉터, ""아름다움은 노력없이 만들어지지 않...",2016.12.28,"여성의 몸의 곡선을 가장 잘 드러낼 줄 아는 옷. 드레시한 레이스 드레스부터 잘록한 허리, 가느다란 팔... 처음에는 친구들에게 자신있게 추천할수 있는 옷을 만들자는 마음에서부터 시작됐죠. 외국에서 생활하면서 좋은..."
서인영도 반해버린 크라운제이 '사위룩',2017.01.11,"한혜연 스타일리스트는 크라운제이 패션 스타일이 1990년대 복고풍 같다며 새로운 옷 조합을 추천했다. 스타일리스트 조언대로 정장을 갈아 입고 나타난 크라운제이에게 서인영은 ""서방! 어머어머…. 서방 너무 멋있다..."
"빈 손 쇼핑 시대, ‘승부의 해’ 될까",2017.01.31,상품을 추천해준다. 실제로 온라인 쇼핑몰에서 ‘원피스’를 검색하면 무수히 많은 상품들이 쏟아져 나와... 더현대닷컴은 2018년에는 상품 설명과 함께 해당 상품과 어울리는 다른 상품을 자동 추천해주는 VR 추천...
피부톤별 스타일링 팁,2017.02.16,"패턴이 화려한 옷보다는 심플하게 입을 수 있는 옷을 추천해요! ? ? 흰 피부는 어떠한 색을 매치해도 무난하게 착용할 수 있는 복 받은 피부색이라 할 수 있답니다 밝은 색 부터 어두운 색까지 크게 구애 받지 않으며, 다만..."
"'내일 그대와' 신민아, 이제훈 부모님 남영역 사고 사실 알았다 (종합)",2017.02.17,"이건숙은 송마린에게 유소준의 옷을 추천해주겠다며 유소준에 대해 정보를 캐보려고 했지만, 송마린은 유소준의 옷 사이즈부터 취향까지 알지 못했다. 이로 인해 유소준에게 섭섭한 마음이 있었던 송마린은 유소준이..."
"[인터뷰] ""작게 시작하고, 작게 성공하세요"" 111%가 전하는 생존의 비결",2017.02.17,"두 번째는 맵시라는 옷 추천 서비스였습니다. 체형을 입력하면 앱과 연결된 디자이너들이 옷을 추천하고, 그 옷을 살 수 있는 쇼핑몰과 연동되는 기능을 제공했습니다. 지금 111%를 창업한 걸 보면 알겠지만, 이것도 잘 안..."
"'내일 그대와' 신민아 ""우리는 비밀 없는 관계…믿음 있으니 평생 걸었지"" 이...",2017.02.17,이건숙은 송마린에게 유소준의 옷을 추천해줬다. 송마린은 유소준의 옷 사이즈를 몰라 전화를 했지만 그는 전화를 받지 않았다. 같은 시간 유소준은 2017년에서 신상 의상을 고르고 있었다. 이건숙이 유소준에 관해 묻자...
['내일 그대와' 5회] 신민아·이제훈 달콤함 끝에 들이닥친 반전…'사라진 유...,2017.02.18,이건숙은 송마린에게 유소준의 옷을 추천해줬다. 송마린은 유소준의 옷 사이즈를 몰라 전화를 했지만 그는 전화를 받지 않았다. 같은 시간 유소준은 2017년에서 신상 의상을 고르고 있었다. 이건숙이 유소준에 관해 묻자...
"네이버, '귀여운 옷' 입력하면 옷 추천해준다",2017.02.27,네이버가 27일 베타서비스를 시작한 ‘스타일추천’ 기능 화면/ 사진제공=네이버 [서울경제] 네이버가... 네이버는 사용자가 검색하는 키워드별로 다양한 스타일의 아이템을 추천해 쇼핑을 돕는 ‘스타일추천’...
"""네이버, 신혼여행룩 추천해줘""… AI가 맞춤 스타일 추천해준다",2017.02.27,"의류 사진에서 자동으로 '로맨틱', '러블리' 등 감성적인 느낌 추출 네이버가 인공지능(AI) 기술을 활용해 원하는 옷 스타일을 추천해주는 '스타일추천' 기능을 선보인다. 옷의 브랜드나 색상 등이 아니라 '러블리', 귀여운..."
"[가이드] 중급자를 위한 추천 장비 소개, 세번째! 전쟁용 장비 추천 세트",2017.02.27,"몸통 ▲ 백조의 날개 옷 or 황천의 왕의 옷(추천) ? 발 ▲ 발라스 그리브 ? 액세사리 ▲ 힘의 반지x2 → 헤카톤케일의 금고리x2 → 태고의 용의 발톱x2(추천) ◆ 창병 특화 추천 장비는 마창 하겐 또는 신창 브류나크, 퀘이사..."
"""인공지능아, 러블리한 옷 찾아줘""...네이버 '스타일추천' 서비스",2017.02.27,반면 '스타일추천'은 이미지로부터 상품의 느낌을 자동 추출해 감성적인 느낌까지 인식해 이용자에게 추천해준다. 예컨대 '신혼여행 옷'이라고 검색하면 러블리하고 분위기 있는 옷을 추천해 주는 셈이다. 네이버는...
이미지 인식-검색 올인한 AI 스타트업 옴니어스,2017.03.09,옷을 추천받아 구매한다. 음성인식스피커에게 TV 드라마 속 주인공이 입고 나온 옷이 어떤 브랜드 제품인지를... 상품을 추천해주는 기술을 베타서비스 형태로 선보인 바 있다. 네이버 역시 상반기 내에 유사한 서비스를...
[이 사람] ‘대구의 닉 우스터’ 슈트 이미지 컨설턴트 박치헌씨,2017.03.10,"맞게 추천 한국의 닉 우스터’ ‘대구 패셔니스타’ ‘중년 패피(옷 잘 입는 사람)’…. 박치헌씨(62)의 닉네임이다. 하늘색 정장, 빨간 재킷, 주황색 니트 등 천차만별의 패션을 소화해내는 그는 옷으로 청장년층과..."
"'나혼자산다' 김지수, 사람냄새 폴폴 옆집언니",2017.03.25,"기안84는 긴 가죽 재킷, 화려한 원색의상 등 자꾸만 자신의 패션 틀을 벗어나려는 헨리의 옷 추천에 연신 진땀을 흘렸다. 알고 보니 그는 헨리가 추천해준 옷이 자신의 체형에 맞지 않아 입기 힘들다는 사실에 미안한..."
"[TV북마크] ‘나 혼자 산다’ 김지수X이시언X기안84, ‘싱글라이프’ 바로 이...",2017.03.25,"기안84는 긴 가죽 재킷, 화려한 원색의상 등 자꾸만 자신의 패션 틀을 벗어나려는 헨리의 옷 추천에 연신 진땀을 흘렸다. 알고 보니 그는 헨리가 추천해준 옷이 자신의 체형에 맞지 않아 입기 힘들다는 사실에 미안한..."
‘나혼자산다’ 김지수-기안84-이시언 싱글라이프 공개..시청률 상승,2017.03.25,"기안84는 긴 가죽 재킷, 화려한 원색의상 등 자꾸만 자신의 패션 틀을 벗어나려는 헨리의 옷 추천에 연신 진땀을 흘렸다. 알고 보니 그는 헨리가 추천해준 옷이 자신의 체형에 맞지 않아 입기 힘들다는 사실에 미안한..."
'나혼자산다' 김지수는 옆집언니? 넉살은 기본 폭풍 친화력은 덤,2017.03.25,"기안84는 긴 가죽 재킷, 화려한 원색의상 등 자꾸만 자신의 패션 틀을 벗어나려는 헨리의 옷 추천에 연신 진땀을 흘렸다. 알고 보니 그는 헨리가 추천해준 옷이 자신의 체형에 맞지 않아 입기 힘들다는 사실에 미안한..."
"<나 혼자 산다> 기안84, '역시 남자의 완성은 헤어스타일' 감탄 유발 남친룩 ...",2017.03.25,"기안84는 긴 가죽 재킷, 화려한 원색의상 등 자꾸만 자신의 패션 틀을 벗어나려는 헨리의 옷 추천에 연신 진땀을 흘렸다. 알고 보니 그는 헨리가 추천해준 옷이 자신의 체형에 맞지 않아 입기 힘들다는 사실에 미안한..."
"'나 혼자 산다' 김지수-기안84-이시언, 개성 100% 싱글라이프 '혼자男女들'",2017.03.25,"기안84는 긴 가죽 재킷,?화려한 원색의상 등 자꾸만 자신의 패션 틀을 벗어나려는 헨리의 옷 추천에 연신 진땀을 흘렸다. ?알고 보니 그는 헨리가 추천해준 옷이 자신의 체형에 맞지 않아 입기 힘들다는 사실에 미안한..."
"‘나혼자산다’ 김지수 기안84 이시언, 친근+소탈+넉살 혼자男女 ‘시청률↑’",2017.03.26,"기안84는 긴 가죽 재킷, 화려한 원색의상 등 자꾸만 자신의 패션 틀을 벗어나려는 헨리의 옷 추천에 연신 진땀을 흘렸다. 알고 보니 그는 헨리가 추천해준 옷이 자신의 체형에 맞지 않아 입기 힘들다는 사실에 미안한..."
"""알파고와 쇼핑한다""…유통街, 인공지능 시스템 도입 '봇물'",2017.03.29,◇로봇이 취향 분석해 옷 추천까지…충성고객 확보 효과 산업통상자원부는 정만기 제1차관 주재로 '유통산업 융합 얼라이언스' 회의를 열고 유통산업에 인공지능을 포함한 4차 산업혁명 신기술 도입을 추진하겠다고...
“인공지능(AI) 쇼핑 시대”…롯데·신세계백화점·11번가,2017.03.29,"어플리케이션(앱)을 열고 “옷을 추천해줘”하고 말하자, 앱은 “요즘 고객님 같은 연령대 분들은 이런... 기반한 추천 봇 개발을 추진 중이다. 현재 롯데백화점에서 운영 중인 엘롯데 웹과 어플리케이션에 탑재하게 될..."
"쇼핑도 'AI 열풍'... 옷 추천, 매장안내까지",2017.03.29,(사진=롯데백화점) [화이트페이퍼=오예인 인턴기자] 인공지능(AI)이 옷을 골라주고 쇼핑 정보를 추천해주는... 롯데백화점 역시 올해 12월 상용화를 목표로 인공지능 기술에 기반한 추천봇 개발을 추진 중이라고 29일...
"봄바람에 꽃이 피었어요, 내 옷에도…나나 추천 플라워 패턴",2017.04.04,"씨(SI)?관계자는?""플라워?패턴은?봄에?잘?어울려?매?시즌?꾸준히?사랑받고?있다""며?""봄?나들이를?위한?러블리한?패션을?고민하고?있다면?다양한?플라워?패턴?아이템을?추천한다""이라고?말했다."
‘색’ 다른 계절,2017.04.04,옷으로 추천해요.” 김록현 팀장의 말처럼 이 미묘한 핑크 컬러는 마치 핑크빛 브러셔를 바른 것처럼... 패션 매거진 <루엘>의 임건 에디터는 ‘올리빈(olivine) 그린’이라는 낯선 컬러를 추천했다. 감람석이라 불리는...
럭스벨 | 빅데이터 활용해 맞춤형 여성 속옷 추천,2017.04.07,"AI·빅데이터로 속옷 추천 한국형 스티치픽스로 거듭나 컨설팅은 모양, 둘레, 길이 등 22개의 기준으로... 소비자 체형을 체계적으로 분석한 뒤 컨설팅 결과에 따라 소비자들은 현장에서 추천한 다양한 유형의 속옷을..."
"[보통남자가이드] 남자 옷, 대체 어디서 사야 할까",2017.04.10,아마도 잘 어울리는 옷을 추천해줄 것이다. 문제는 가격이지만. 카드 한도에 무리가 가지 않는 선에서... 그래도 프리미엄 아울렛까지 왔는데 명품을 사고 싶다면 옷보다는 신발을 추천한다. 백화점에서 한 켤레에 70만...
"[AI 쇼핑시대] 로봇이 옷 추천하고, 가상현실 거울로 입어본다",2017.04.12,"매장에서 로봇이 손님을 맞고, 옷 등을 추천해주며, 그 옷을 가상현실 거울을 보며 입어보는 시대가 눈 앞에 다가왔다. ◇ 1.2ｍ 로봇이 손님 맞고…발 크기 입체 측정으로 수제화 제작 롯데, 신세계, 현대 등 이른바..."
[유구유언(有口有言)],2017.04.14,"○…“로봇이 옷 추천하고, 가상현실 거울로 입어보는 시대가 머지 않았다. 온라인 쇼핑채널의 대화형 로봇 뿐 아니라 백화점 등 오프라인 유통 현장에서도 인공지능(AI)과 가상현실(VR), 로봇 기술을 응용한 다양한..."
"북유럽 여행 크루즈에서 랍스터, 스테이크 즐기자",2017.04.21,하지만 크루즈 선내 나이트클럽을 이용할 계획이라면 드레시한 옷 한벌을 추천한다. 대부분의 식사는 패키지금액에 포함 되어 있다. 패키지에 포함 된 선상뷔페도 반드시 경험 해 봐야 하지만 모두가 먹는...
"북유럽 여행 크루즈에서 랍스터, 스테이크 즐기자",2017.04.21,하지만 크루즈 선내 나이트클럽을 이용할 계획이라면 드레시한 옷 한벌을 추천한다. 대부분의 식사는 패키지금액에 포함 되어 있다. 패키지에 포함 된 선상뷔페도 반드시 경험 해 봐야 하지만 모두가 먹는...
"백화점 무대 오른 로봇 쇼핑 도우미 ‘엘봇’…“여기, 어때요”",2017.04.24,롯데 소공동 본점에서 시범 운영중인 엘봇 롯데백화점은 이러한 엘봇의 기능성을 지속적으로 업그레이드해 향후 3D 가상 피팅 서비스를 통해 ‘10초에 5벌 이상’의 옷을 추천하고 동시에 모바일로 제품을 주문 받는 등...
'정준하 코디'의 90년대 통바지도 화보로 소화하는 박보검,2017.04.24,"이날 양세형과 정준하는 박보검에게 가장 자신있는 옷을 추천해줬고, 박보검과 양세형, 정준하는 각각 코디된 옷을 입고 촬영했다. 그러나 방송에는 양세형의 코디만 주를 이뤄 정준하가 박보검에게 추천한 코디가..."
[짱기자 리뷰] '패알못' 위한 AI 스피커…아마존 에코룩,2017.04.27,"옷을 추천해준다. 기존 AI 스피커 '에코'에 카메라를 추가한 제품이다. 에코 룩은 LED 조명과 깊이 감지... 추천은 아마존의 머신 러닝(machine learning, 기계 학습) 알고리즘과 패션 전문가들의 조언이 결합해 만들어진다...."
[짱기자 리뷰] '패알못' 위한 AI 스피커…아마존 에코룩,2017.04.27,"옷을 추천해준다. 기존 AI 스피커 '에코'에 카메라를 추가한 제품이다. 에코 룩은 LED 조명과 깊이 감지... 추천은 아마존의 머신 러닝(machine learning, 기계 학습) 알고리즘과 패션 전문가들의 조언이 결합해 만들어진다...."
"""오늘 뭐 입지?"" 패션까지 골라주는 아마존 에코 룩",2017.04.27,깊이를 인식하는 카메라를 이용해 사진을 찍고 인공지능을 이용해 그날그날 입을 옷 선택에 도움을 준다.... 인공지능이 패션에 대한 점수를 매겨주고 보다 잘 어울리는 옷을 추천해 주기도 한다. 단 에코 룩에 내장된...
"아마존 이어 구글·삼성 AI 가세, 당신의 거실을 파고든다",2017.04.30,사용자가 서로 다른 옷을 입고 카메라 앞에 서면 어울리는 옷을 추천해 준다. 옷장에 있는 상·하의를 조합해 추천하기도 하고 선호에 맞춘 신제품이 출시되면 알려준다. 에코 룩에는 인공지능 학습법의 한 종류인...
"[매장에 나타난 AI ②] 인공지능 열풍, 해외는 더 뜨겁다",2017.05.03,카메라가 장착된 스피커 형태를 띠는 에코 룩은 소비자들에게 의상을 추천해주는 쇼핑 전용기기다. 에코룩에 장착된 카메라는 날씨와 고객의 현재 상황을 접목해 적합한 패션을 골라주고 쇼핑할만한 옷도 추천해준다....
